POSTING코인노래방 카드결제 얼마부터 하시나요?	헤이나나 APP에서는 반려동물 동반 매장 10,000 여 곳이 등록되어 있습니다. 🐶 전국 점주님들의 매장을 무료로 등록해보세요! 🐶 반려동물과 동반할 수 있는 매장을 운영중이시라면 음식점, 카페, 펜션, 미용샵 등등 모두 환영합니다! 헤이나나에서 반려동물 양육자들에게 점주님들의 매장을 홍보해보세요! 😊😊 https://heynana.page.link/apsajang 지금 현재 5000원부터 카드결제 가능하게 해놨고 그 이하는 현금결제만 가능하게 해놨는데요 손님들이 2~3천원부터 카드결제 안되냐고 물어보시는경우가 많으세요.... 소액도 카드결제로 하게될경우 괜찮을까요? 어떤에러사항이 있을지 장단점 알고싶습니다ㅠㅠ
COMMENT	매출향상과 관리편함이면 500원부터 카드결제가 가능해야하는거 아닐까요?? 2000원부터 설정가능한이유가 있을텐데..저도그러한이유때문에 5000원부터설정한거고요.. 근데 어렵네요 어떤방향으로가야할지..
COMMENT	태진 코노 카드 관리업체 1개입니다 2000원 설정은 태진이랑 벤사와 계약 문제죠 매출 향상 관리 아니면 카드기를 왜 다신건데요?대부분 업장이 이체 귀찮고 카드 결제 원하는 손님 많아서 카드기 설치 합니다 뭐 선택은 본인이 하는거니까 알아서 잘 하시길요
COMMENT	당연히 그런이유에서 한거죠 5000원부터면 굳이 설치할필요가 없다고말하시길래 말씀드린겁니다
POSTING모니터,그래픽카드 질문 드려여~	헤이나나 APP에서는 반려동물 동반 매장 10,000 여 곳이 등록되어 있습니다. 🐶 전국 점주님들의 매장을 무료로 등록해보세요! 🐶 반려동물과 동반할 수 있는 매장을 운영중이시라면 음식점, 카페, 펜션, 미용샵 등등 모두 환영합니다! 헤이나나에서 반려동물 양육자들에게 점주님들의 매장을 홍보해보세요! 😊😊 https://heynana.page.link/apsajang 집에 pc가  라이덴x5600  gtx1060  모니터는27인치 fhd 60hz 아들이 겜하는데 모니터가 딸린다고 바꿔달라는데 저도 그전부터 모니터를 바꾸고 싶었습니다  (4k로 ㅎㅎ 이때다 싶었습니다) 아들 말로는 160hz면 된다하고 전 취미로 사진을해서 색감좋은  모니터를 원하는데 (비싸네여 ㅠ) 그래서 QHD를 알아보는데 그래픽카드가 3070이상되야 한다는 소릴들었는데  27인치 qhd 160hz이상 사용하려면  pc사양이 어느정도 되어야하나요? (어떤겜을 하는지는 모르겠어여 ㅠ)
COMMENT	Qhd는1060으로도 괜찬던데요. 2070사용중인데 쓸만합니다,
COMMENT	오~~
POSTING저희 매장이 클린 카드 사용이 안 되는데 어디다 문의해야하나요	헤이나나 APP에서는 반려동물 동반 매장 10,000 여 곳이 등록되어 있습니다. 🐶 전국 점주님들의 매장을 무료로 등록해보세요! 🐶 반려동물과 동반할 수 있는 매장을 운영중이시라면 음식점, 카페, 펜션, 미용샵 등등 모두 환영합니다! 헤이나나에서 반려동물 양육자들에게 점주님들의 매장을 홍보해보세요! 😊😊 https://heynana.page.link/apsajang 실재 체육인데 공무원분들 클린 카드가 결제가 안 돼요. 혹시 이거 어디에 문의하나요?
COMMENT	공기관 법인카드에 대하여 사용처를 제한하고 있는데... 나름 나라의 기준에서 공직과 거리감 있는 업종은 사용할 수 없도록 하고 있습니다... 님 업종이 사용 제한 업종이면 카드 받으실 수 없습니다.
COMMENT	실내체육은 된다고 들었서요. 저희 매장도 실내체육인데 안 긁혀서 어디다 문의해야 하는 지 궁금해요. 제한 업종도 아니라…
COMMENT	다른 분 블로그 링크 걸어드립니다. 참고 해 보세요  https://blog.naver.com/tryiou/222882130471
COMMENT	모든 카드관련된건 일단카드단말기 포스기 사에 물어보면 어지간하면 잘알려줍니다^^
POSTING소상공인 카드수수료환급이라는게 뭔가요..	헤이나나 APP에서는 반려동물 동반 매장 10,000 여 곳이 등록되어 있습니다. 🐶 전국 점주님들의 매장을 무료로 등록해보세요! 🐶 반려동물과 동반할 수 있는 매장을 운영중이시라면 음식점, 카페, 펜션, 미용샵 등등 모두 환영합니다! 헤이나나에서 반려동물 양육자들에게 점주님들의 매장을 홍보해보세요! 😊😊 https://heynana.page.link/apsajang 안녕하세요. 광고가 너무 많아서 무시할려다가 혹시 몰라서 질문드립니다… 제목 그대로 ‘소상공인 카드수수료환급’이라는게 있나요?? 2016년도 개업, 간이 사업장이고, 저번달에 폐업을 했는데… 조회 및 확인, 지급된 날짜를 어디서 볼 수 있나요? 제가 알아보니, ‘자동으로 입금이 된다’ ‘관할구청에 물어봐라’ 라는 글을 본적이 있는거 같아서요. 관할 구청이나 시청에 연락하면 알려주나요?? 아시는 분 댓글좀 달아주세요….ㅜㅜ
COMMENT	캐시노트에 보믄 자격되는지안되는지 알수있어요ㅋㅋ
COMMENT	
COMMENT	회원가입을 해야되나요?
COMMENT	밑에 글을 지금 읽어봤네요..  2016년도 개업이면 카드 수수료 환급이 될까요?
COMMENT	헉 감사합니다 전 대상자이며 9월1~13일에 환급예정이라는데 이게 대체 뭐엥ᆢㄷ? 얼마전 우편 날라오더니 그건가보네요 그만큼 연매출이 저조하단거겠져
COMMENT	언제 개업하셨나요?!
COMMENT	올해 3.28일에했어욥!!
COMMENT	저는 대상자가 아닌가 보네요…ㅜㅜ  환급 잘 받으세요
COMMENT	2016년 개업이시면 매출이 아주높지 않으셨으면 이미한참전 2016년 또는 2017년에 받으셨을텐데요.. 장사도 오래하셨는데 모르시다니, 이건따로 무슨신청 이런게 아니고 알아서입금되요...금액도 적고.. 초반 장사시작할때 카드사들이 카드수수료를 일반으로계산해서 어느정도떼가는데 장사하보면 매출을보고 영세사업자로 구분이되면 카드수수료가 인하되는데. 그동안 기간동안 카드수수료 차액을 카드매출통장으로 입금해주는겁니다.. 금액은 얼마안되고 그초반에 그거 한번받고 끝이에요
COMMENT	그 확인을 어디서 해볼수 있나요…?  제가 기억이 안나요…
COMMENT	위 본문 내용글중에 2019년 1월이후 신규라고 나와 있네요 사장님은 해당 안됩니다.
COMMENT	전 올해 5월 개업자인데..해당될까요.,.?
COMMENT	캐시노트 통해서 예상 환급액 확인했는데 별도 신청 절차없이 자동으로 알아서 환급해 주는건가요??? 신청 하라는 내용은 보이질않아서요
COMMENT	저는 2020년 개업후 카드수수료 환급금이 자동으로 입금되어서 2021년도에 한번 받았는데 어떤 분들은 매년 신청하는 대로 1년에 한번씩 나온다고 하던데 어떤게 맞나요?
POSTING사장님들 인천이음 카드	헤이나나 APP에서는 반려동물 동반 매장 10,000 여 곳이 등록되어 있습니다. 🐶 전국 점주님들의 매장을 무료로 등록해보세요! 🐶 반려동물과 동반할 수 있는 매장을 운영중이시라면 음식점, 카페, 펜션, 미용샵 등등 모두 환영합니다! 헤이나나에서 반려동물 양육자들에게 점주님들의 매장을 홍보해보세요! 😊😊 https://heynana.page.link/apsajang 사장님들 인천이음 카드로 결제하신분들이 계신데 결제 잘 되어서 영수증은 나오거든요? 결제됐다는건 어디선가 매입했다는거 같은데... 그런데 돈은 언제 들어와요? ㄷㄷ
COMMENT	밑에보시면 포인트로 10프로들어와요 50만원까지 10프로 적립되요 그거 모아서 쓰는거게요
COMMENT	Bc카드로 입금돼요
COMMENT	매입이 BC카드사여서 같이 정산돼서 들어오와요~ 이음카드라고 따로 표기없어요~~
COMMENT	아~ 그렇군요 감사합니다~
POSTING혜택좋은 사업자 신용카드	헤이나나 APP에서는 반려동물 동반 매장 10,000 여 곳이 등록되어 있습니다. 🐶 전국 점주님들의 매장을 무료로 등록해보세요! 🐶 반려동물과 동반할 수 있는 매장을 운영중이시라면 음식점, 카페, 펜션, 미용샵 등등 모두 환영합니다! 헤이나나에서 반려동물 양육자들에게 점주님들의 매장을 홍보해보세요! 😊😊 https://heynana.page.link/apsajang 혜택좋은 사업자 신용카드뭐가 있을까요? 농협 테이크5 단종으로 다시 알아보는중입니다  업종은 pc방 입니다
COMMENT	현대 m3boost
COMMENT	정보 감사합니다
COMMENT	한방에 150이상 긁으시면 국민카드 가온비즈티타늄이 제일 낫구요 포인트 제일 많은게 필요하신데 일반거래처 금액이 많으면 현대 핑크 할부로 많이 하는데 포인트 필요하시면 신한 딮드림 카드가 좋습니다
COMMENT	혹시 항공 마일리지 필요하시면 하나카드 1.6 마일리지 카드 있어요 그게 최고더라구요
COMMENT	정보 감사합니다
COMMENT	마일은 언제나 탐나는데 저가항공이 워낙 좋아서 어느샌가 안쓰게 됐네여!
COMMENT	삼성 리더스 카드요
COMMENT	정보 감사합니다
COMMENT	여러 카드사 비교후 자기에게 가장 유리한게 최고 ...
COMMENT	그렇죠! 댓글 감사합니다
COMMENT	피시방이시면 가온티타늄으로는 4대보험이나 전기세 많이 나오시니 이거메인카드하시고 여기에 추가로 삼성카드 리더스나 더원도 괜찮습니다.. 현대카드도 쓸만하구요 요금을 어떻게 내고 그리고 어떻게 쓰시느냐에따라서.. 종류 고르시면 됩니다. 그리고 피시방 정도하시면 카드 2-3개 정도는 쓰시는게 좋을듯합니다
COMMENT	2~3개는 기본이군요 정보 감사합니다
COMMENT	좋은정보네요. 질문도 답변도 잘봤습니다
COMMENT	삼성씁니다용
COMMENT	답변보니 도움이 많이 되네요 감사드려요~~!
COMMENT	m3boost
POSTING요즘 현금/카드 가격 다르게 받으시나요??	헤이나나 APP에서는 반려동물 동반 매장 10,000 여 곳이 등록되어 있습니다. 🐶 전국 점주님들의 매장을 무료로 등록해보세요! 🐶 반려동물과 동반할 수 있는 매장을 운영중이시라면 음식점, 카페, 펜션, 미용샵 등등 모두 환영합니다! 헤이나나에서 반려동물 양육자들에게 점주님들의 매장을 홍보해보세요! 😊😊 https://heynana.page.link/apsajang 다들 어떻게 하고 계시나요 현금 카드 가격 다르게 받으시나요? 작년부터 다르게 받으면 문제된다고 알고있었는데 또 주변 들어보니 할인해주는게 뭐가 문제되겠냐하드라구요
COMMENT	문제됩니다
COMMENT	법적으로 문제될소지있어요
COMMENT	다르게받고 신고하면 벌금내지 않나요 전 동일하게 받아요 대신 작은 선물정도는
COMMENT	그건 안되죠~
COMMENT	영수증으로 국세청에 신고 가능합니다 .
COMMENT	바로신고당해요 탈세하실거아니면 그랄이유가
COMMENT	바로 신고당합니다
COMMENT	한느곳도 있는것 같지만 잘 없는것 같아요
COMMENT	그거 진짜 신고당해요
COMMENT	저도 알고 싶내요 현금가격과 카드가격이 틀려요 카드는 부가세포함 가격으로 결제하더라구요 ㅠㅠ
COMMENT	문제되긴하는데 카드는 거의 부가세포함 가격 많이들 받으시던데.
COMMENT	적년이 아닌 원래 문제 됩니다. 현금영수증 거부도 마찬가지이고요
COMMENT	안되요ㅠ
COMMENT	잘못걸리면 신고당해요
POSTING체크카드대해서물어봅니다	헤이나나 APP에서는 반려동물 동반 매장 10,000 여 곳이 등록되어 있습니다. 🐶 전국 점주님들의 매장을 무료로 등록해보세요! 🐶 반려동물과 동반할 수 있는 매장을 운영중이시라면 음식점, 카페, 펜션, 미용샵 등등 모두 환영합니다! 헤이나나에서 반려동물 양육자들에게 점주님들의 매장을 홍보해보세요! 😊😊 https://heynana.page.link/apsajang 아싸카페에서 인정받은 유일한 마케팅회사  http://www.reviewnote.kr  오늘 전단을주고갔는대요 요 체크기쓰시는 사장님계신가요?  설명을 잘안들어서요 아시는분알려주세요
COMMENT	이거 체크카드만가능한건데요 사장님 계좌등록해놓으면 손님이 사장님께 계좌이체식으로 입금들어오는거에요 손님은 자기계좌비번 눌러야되는데 요즘세상이 워낙 각박하다보니 약간 비번누르는거에 이상하게 생각하시는분도있고 상관없어하시는분도있고 아는 지인분들한테 하면좋죠
COMMENT	우와 저런게 있네요? 위에분 댓글 보니 비밀번호를 눌러야하는거에 민감하신분들도 있겠네요
POSTING그래픽카드 여전히 겁나게 비싸네요...ㅋㅋ	헤이나나 APP에서는 반려동물 동반 매장 10,000 여 곳이 등록되어 있습니다. 🐶 전국 점주님들의 매장을 무료로 등록해보세요! 🐶 반려동물과 동반할 수 있는 매장을 운영중이시라면 음식점, 카페, 펜션, 미용샵 등등 모두 환영합니다! 헤이나나에서 반려동물 양육자들에게 점주님들의 매장을 홍보해보세요! 😊😊 https://heynana.page.link/apsajang 200은 기본 거의 300까지 가기도 하네요. 반도체 공급문제에 채굴까지 겹쳐서 그런거겠죠? 지금 사려고 알아보니 너무 아까워서 못사겠어요ㅋㅋ 언제쯤 안정화 되려나요
COMMENT	나름 컴터계의 얼리어답턴데 1080으로 존버합니다 도저히 살 맘이 안드네요 ㅎㅎ
COMMENT	ㅎㅎㅎ 맞아요 저도 PC방 하는 분들 소식 듣는데요 채굴이 있다보니, 아직도 위드코로나라고 PC방이 안정화 된 것은 아니니깐 그래픽카드는 여전히 비싼 것 같더라고요 ㅜㅜ 다나와 사이트도 보면 변동폭 보면 놀랩니다..
COMMENT	흠.. 이제 이 시세가 앞으로도 유지가 향후 몇년된다면... 컴퓨터를 그냥 바꾸는게 맞는 선택일까요??
COMMENT	빠르면 내년 2/4분기쯤 개미눈꼽만큼 내리지 않을까요? 전 3/4분기 업그레이드 생각하고 있는데..
COMMENT	코인채굴때문에..
COMMENT	200넘는글카가3090말고있나요 그건넘억까인듯한데
COMMENT	아직 떨어지질 않네요
POSTING코인노래연습장 카드단말기 설치 문의 드려요.	헤이나나 APP에서는 반려동물 동반 매장 10,000 여 곳이 등록되어 있습니다. 🐶 전국 점주님들의 매장을 무료로 등록해보세요! 🐶 반려동물과 동반할 수 있는 매장을 운영중이시라면 음식점, 카페, 펜션, 미용샵 등등 모두 환영합니다! 헤이나나에서 반려동물 양육자들에게 점주님들의 매장을 홍보해보세요! 😊😊 https://heynana.page.link/apsajang 서울 코노 운영중입니다. 각룸에 카드키는 설치 되어 있습니다. 8개의 룸이고 카운터에서 사용할 카드단말기도 필요합니다.  비용이 얼마나 발생할까요?... 관계자분이시면 쪽지 부탁드립니다.
COMMENT	관계자는아니고 유흥주점하는데 단말기사용료 대부분 월 만원정도 합니다 문제는 보통 2ㅡ3년 약정계약하라 하는데 저도 제가게는 처음이라 덥썩 계약해버렸었는데 후회중이에요 차라리 중고단말기사서 통신료내는게 훨씬 나아요 왜냐하면 단말기업자들 중간에 해지하면 위약금 어마어마하거든요 중고단말기 얼마 하지도 않습니다 잘알아보시고 좋은선택하시길ㅎㅎ
COMMENT	재 동생이 해줬는대 싸게는 만원아래까지 가능한것으로 알고있습니다.
COMMENT	쪽지 보내드렸습니다^^
POSTING그래픽카드 사기 조심하세요	헤이나나 APP에서는 반려동물 동반 매장 10,000 여 곳이 등록되어 있습니다. 🐶 전국 점주님들의 매장을 무료로 등록해보세요! 🐶 반려동물과 동반할 수 있는 매장을 운영중이시라면 음식점, 카페, 펜션, 미용샵 등등 모두 환영합니다! 헤이나나에서 반려동물 양육자들에게 점주님들의 매장을 홍보해보세요! 😊😊 https://heynana.page.link/apsajang 지인 사장님이 당할뻔했다가 우연히 저랑 대화하게되어 위기 넘겼네요. 너무 싸다는 이유로 놓칠까봐 급하게 입금하려고 했답니다. 요즘 그래픽카드 사기 많은것 같아요 싸면 의심 제대로 해보시고 더치트 및 활동내역 다 조회해보세요. 사실 제돈 주고 사시는게 제일 안전한듯 합니다.
COMMENT	직거래가 정답입니다.
COMMENT	일단 싸면 의심을..
COMMENT	중고를 신품으로 판매하는 경우도 있더군요..
COMMENT	직거래 고고요
COMMENT	그래픽카드 가격이 비싸니까 사기꾼 많아지는거 같아요
COMMENT	좋은 정보 감사합니다
COMMENT	진짜 싸고 좋은 건 없나 보네요. 좋은 정보 감사합니다.
COMMENT	싸고 택배 혹은 직거래 하려는데 어디냐고 물으면 그런 사람들 대다수가 창원 거제 이런데라면 거래 안합니다 ㅋㅋ
COMMENT	채굴때매 그런지 그래픽카드 가격이 더올랐네요..
COMMENT	채굴이 한몫하는듯요 ㅠ ㅠ
POSTING코인노래방 카드단말기 설치 문의입니다.	헤이나나 APP에서는 반려동물 동반 매장 10,000 여 곳이 등록되어 있습니다. 🐶 전국 점주님들의 매장을 무료로 등록해보세요! 🐶 반려동물과 동반할 수 있는 매장을 운영중이시라면 음식점, 카페, 펜션, 미용샵 등등 모두 환영합니다! 헤이나나에서 반려동물 양육자들에게 점주님들의 매장을 홍보해보세요! 😊😊 https://heynana.page.link/apsajang 코인노래방인데.. 현재 현금만 가능해서 이제는 카드기를 설치 할려고 합니다. 6대 카드기를 설치할려고 하는데.. 기기는 제가 설치가 가능할거 같습니다.  카드기 설치 후 무엇을 해야 하나요?  1. 어디에 전화를 해야 하는건가요? 2. 월 비용이 발생하나요? 얼마정도 예상해야 하나요?  3. 카카오  or  삼성페이는 같은것도 따로 신청해야 하는거죠?
POSTING12시 넘어서 카드결재	헤이나나 APP에서는 반려동물 동반 매장 10,000 여 곳이 등록되어 있습니다. 🐶 전국 점주님들의 매장을 무료로 등록해보세요! 🐶 반려동물과 동반할 수 있는 매장을 운영중이시라면 음식점, 카페, 펜션, 미용샵 등등 모두 환영합니다! 헤이나나에서 반려동물 양육자들에게 점주님들의 매장을 홍보해보세요! 😊😊 https://heynana.page.link/apsajang 외상값 갚으로 오신 손님 생각없이 12시 35분  카드결재를 했는데 어떨게 될까요.ㅠㅠ
COMMENT	문제인이 그런 디테일은 없으니 걱정마시길
COMMENT	결제내역은 상관없습니다. 배달도 다 결제는 가능한것과 마찬가지 입니다.
COMMENT	노래연습장 인데..괜찮을까요
COMMENT	괜찮을거에요 문서상 남겨나요 혹시모르니
COMMENT	괜찮을거같아요~
COMMENT	저도 비슷한경우 있어서 물어봤는데 그렇게까지 디테일하게안들어가는대 문제생기는 경우가 단속에 걸렸을때라고 하던데요
COMMENT	오 이런 경우도 있겠네요 .. 문제없을거같습니다.
COMMENT	문제없어요
COMMENT	조심해야되요
POSTING카드 결제 관련 여쭤봐요 급	헤이나나 APP에서는 반려동물 동반 매장 10,000 여 곳이 등록되어 있습니다. 🐶 전국 점주님들의 매장을 무료로 등록해보세요! 🐶 반려동물과 동반할 수 있는 매장을 운영중이시라면 음식점, 카페, 펜션, 미용샵 등등 모두 환영합니다! 헤이나나에서 반려동물 양육자들에게 점주님들의 매장을 홍보해보세요! 😊😊 https://heynana.page.link/apsajang 포스에서 카드 긁어 손님한텐 문자갔는데 포스엔 승인 안되 매출로 안잡혔어요 다행히 현금 결제해주셔서 카드사에 처리해야하는데 연결이 어려워 경험있는분 빠른처리방법부탁해요 고객님이 우리보고 처리하래서요 ㅠㅠ
COMMENT	카드사에 전화하세요
COMMENT	본사번호만 있어 연결이 ㅠㅠ 혹시 타드 번호 알아야겠죠?
COMMENT	종종 생기는일이죠~ㅠㅠ 손님카드사 고객센터 전화하면 가맹점부서로 연결해주는데 시간대랑 금액 말해주면 확인해주더라구요
POSTING다들 카드용지 구매해서 쓰시나요??	헤이나나 APP에서는 반려동물 동반 매장 10,000 여 곳이 등록되어 있습니다. 🐶 전국 점주님들의 매장을 무료로 등록해보세요! 🐶 반려동물과 동반할 수 있는 매장을 운영중이시라면 음식점, 카페, 펜션, 미용샵 등등 모두 환영합니다! 헤이나나에서 반려동물 양육자들에게 점주님들의 매장을 홍보해보세요! 😊😊 https://heynana.page.link/apsajang 단말기사에서 계속 그냥 주더니 갑자기 사서쓰라네요ㅠ 뭐 수수료가 바껴서 이제 제공 못해준다고.. 그동안 그냥 받아서 써서 그런지 뭔가 사기아까운데 다들 구매해서 쓰시고 계시나요??..
COMMENT	포스회사에서 준거 다써서 그냥 쿠팡에서 제일싼거 사서 써요ㅠㅠ
COMMENT	월관리비 11000원 부과세포함 하고 용지는 무한입니다
COMMENT	월 사용료로 가져가면서 안주더라고요.. 걍 사서 써요...
COMMENT	환경어쩌고땜시~ 무료안된다고 하네요. 택배비정도 주고 받아용
COMMENT	쿠팡으로 주문하고잇어요
COMMENT	돈내도 좋으니 카드용지 자주자주 살수 있었으면..
COMMENT	저희는 만천원에 용지 떨어지면 가져다줘요
COMMENT	저희도 포스사에서 사서 쓰는데 쿠팡이 더 저렴한 가 보네요?
COMMENT	그냥 한박스 샀습니다
COMMENT	그동안은 무료로 받았는데 용지받아 본지가 언제인지..ㅠㅠ
COMMENT	무료로 받긴 받는데.. 장사가 안되섴ㅋㅋㅋ 용지가 아직도 산더미..
COMMENT	용지가 무상이냐 유상이냐는 대리점의 재량도 있겠지만 본인 매장의 매출건수여부가 더욱 중요한 거 같습니다.
COMMENT	무선카드단말기 결제하면 다음날 대금 들어오는 모델 접수 도와드릴게요! 쪽지 드렸습니다 : )
